Country,Series,Year,GDP per capita
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,
,,1999,
,,2000,306.8338642
,,2001,306.7102516
,,2002,306.4739396
,,2003,243.0895775
,,2004,286.0647253
,,2005,294.8932201
,,2006,336.1156743
,,2007,396.6017613
,,2008,478.3995401
,,2009,470.9481214
,,2010,513.4455667
,,2011,596.8966353
,,2012,675.0101918
,,2013,747.8686601
,,2014,739.911935
,,2015,721.5810505
,,2016,740.914906
,,2017,721.085044
,,2018,710.2659984
,,2019,672.3404992
,,2020,601.0630058
,,2021,673.0890671
Libya,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,6514.318567
,,1991,7040.776294
,,1992,7284.917153
,,1993,6447.143282
,,1994,5892.622467
,,1995,5161.685428
,,1996,5536.866066
,,1997,5998.160438
,,1998,5243.596535
,,1999,6819.039576
,,2000,7142.771786
,,2001,6266.489821
,,2002,3703.042952
,,2003,4673.145576
,,2004,5800.588826
,,2005,8163.00937
,,2006,10207.95598
,,2007,11387.08619
,,2008,14311.23873
,,2009,9913.651824
,,2010,12162.66871
,,2011,7709.940397
,,2012,14721.86924
,,2013,11921.90828
,,2014,9017.93368
,,2015,7590.442981
,,2016,7687.882134
,,2017,10205.32483
,,2018,11482.13364
,,2019,10218.04303
,,2020,7614.325449
,,2021,6018.445207
Liechtenstein,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,4236.33302
,,1971,4827.126337
,,1972,5637.919093
,,1973,7355.080307
,,1974,8439.578876
,,1975,10513.20529
,,1976,11385.6967
,,1977,12412.42797
,,1978,17499.12595
,,1979,19761.24848
,,1980,20660.0176
,,1981,19507.36553
,,1982,19677.01849
,,1983,19560.81037
,,1984,18596.17269
,,1985,19390.12664
,,1986,28287.06328
,,1987,37824.44216
,,1988,41292.25772
,,1989,39368.72709
,,1990,49373.61027
,,1991,50886.37531
,,1992,55197.54701
,,1993,55794.32733
,,1994,64051.23221
,,1995,78631.69911
,,1996,79863.27908
,,1997,72208.93467
,,1998,76757.30022
,,1999,81307.06837
,,2000,74853.93873
,,2001,74287.41337
,,2002,79345.75247
,,2003,89859.86537
,,2004,100289.243
,,2005,105399.2605
,,2006,114374.2465
,,2007,130655.637
,,2008,143264.0594
,,2009,126096.6104
,,2010,141192.5347
,,2011,158130.4575
,,2012,149010.2249
,,2013,173030.2083
,,2014,178864.8519
,,2015,167313.2663
,,2016,165642.3863
,,2017,171253.9643
,,2018,176499.4026
,,2019,169049.1569
,,2020,
,,2021,
Lithuania,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,2167.792582
,,1996,2327.434857
,,1997,2830.278071
,,1998,3166.666533
,,1999,3113.17906
,,2000,3293.229979
,,2001,3525.793632
,,2002,4141.592702
,,2003,5499.428989
,,2004,6700.327192
,,2005,7854.765279
,,2006,9230.707981
,,2007,12285.44705
,,2008,14944.99665
,,2009,11820.77616
,,2010,11987.50841
,,2011,14376.94786
,,2012,14367.70942
,,2013,15729.65247
,,2014,16551.0182
,,2015,14263.96458
,,2016,15008.31324
,,2017,16885.40739
,,2018,19186.18128
,,2019,19575.76848
,,2020,20232.30204
,,2021,23433.39091
Luxembourg,GDP per capita (current US$),1960,2242.015817
,,1961,2222.366366
,,1962,2311.798849
,,1963,2441.038555
,,1964,2755.633117
,,1965,2780.092719
,,1966,2900.433218
,,1967,2909.660629
,,1968,3175.367369
,,1969,3658.900683
,,1970,4298.033897
,,1971,4435.398008
,,1972,5486.720628
,,1973,7447.213018
,,1974,8966.728959
,,1975,8701.304731
,,1976,9490.690312
,,1977,10486.33579
,,1978,13034.38821
,,1979,15204.33082
,,1980,16531.1149
,,1981,13837.12998
,,1982,12590.9768
,,1983,12374.03042
,,1984,12126.9392
,,1985,12481.96584
,,1986,18149.86925
,,1987,22443.43146
,,1988,25219.35428
,,1989,26618.06958
,,1990,33465.47821
,,1991,35747.3378
,,1992,39570.86157
,,1993,40066.72425
,,1994,43933.23544
,,1995,51032.34964
,,1996,50444.35912
,,1997,46641.64088
,,1998,47445.38108
,,1999,50872.44927
,,2000,48659.59888
,,2001,48440.14202
,,2002,53005.73392
,,2003,65689.32145
,,2004,76544.91709
,,2005,80988.13762
,,2006,90788.80049
,,2007,107475.3203
,,2008,120422.1379
,,2009,109419.747
,,2010,110885.9914
,,2011,119025.0572
,,2012,112584.6763
,,2013,120000.1407
,,2014,123678.7021
,,2015,105462.0126
,,2016,106899.2935
,,2017,110193.2138
,,2018,117254.7404
,,2019,113218.7133
,,2020,116356.158
,,2021,135682.7943
"Macao SAR, China",GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,4549.016837
,,1983,4342.342034
,,1984,4796.93299
,,1985,4804.682041
,,1986,5183.06018
,,1987,6352.522656
,,1988,7135.115518
,,1989,8130.402595
,,1990,9442.486665
,,1991,10647.57154
,,1992,13564.12522
,,1993,15304.28709
,,1994,16704.89883
,,1995,18277.0425
,,1996,18244.35896
,,1997,18107.65985
,,1998,16595.29338
,,1999,15649.65887
,,2000,15835.99101
,,2001,15665.29797
,,2002,16424.93211
,,2003,17921.10457
,,2004,22568.31017
,,2005,25183.13268
,,2006,30121.56043
,,2007,36550.50516
,,2008,40810.82804
,,2009,41010.06826
,,2010,52473.19099
,,2011,66891.28197
,,2012,76572.15179
,,2013,89260.7571
,,2014,93022.87514
,,2015,74818.94813
,,2016,73545.75824
,,2017,81019.47377
,,2018,87526.07999
,,2019,86197.36569
,,2020,39403.13591
,,2021,45421.62663
Madagascar,GDP per capita (current US$),1960,131.9931654
,,1961,133.8477609
,,1962,138.120004
,,1963,138.4071657
,,1964,142.6593399
,,1965,144.4847301
,,1966,152.1078972
,,1967,157.4763093
,,1968,165.4783754
,,1969,165.0115988
,,1970,169.0705601
,,1971,177.4983312
,,1972,193.1285826
,,1973,231.4359587
,,1974,261.0355901
,,1975,302.1492277
,,1976,280.6789305
,,1977,294.9342463
,,1978,324.3846534
,,1979,408.9371863
,,1980,596.7749793
,,1981,530.504306
,,1982,518.1834912
,,1983,493.0889593
,,1984,399.3447291
,,1985,377.8566642
,,1986,420.0097235
,,1987,301.7444677
,,1988,291.2108877
,,1989,281.8117066
,,1990,338.9477127
,,1991,272.5249191
,,1992,301.9969866
,,1993,320.5639901
,,1994,269.5607119
,,1995,284.8227287
,,1996,354.7413311
,,1997,297.1150598
,,1998,297.2536718
,,1999,279.9212866
,,2000,293.6071574
,,2001,334.4416177
,,2002,319.2163788
,,2003,368.7972369
,,2004,284.4877263
,,2005,319.5374751
,,2006,338.7511983
,,2007,438.6555158
,,2008,536.3514017
,,2009,467.5397834
,,2010,471.9592116
,,2011,531.2654321
,,2012,518.1528127
,,2013,541.0659437
,,2014,530.8610389
,,2015,467.2354316
,,2016,475.9555568
,,2017,515.2933234
,,2018,518.401123
,,2019,526.2245722
,,2020,477.6130414
,,2021,514.9058618
Malawi,GDP per capita (current US$),1960,44.52394299
,,1961,46.58158517
,,1962,47.69838391
,,1963,48.50542835
,,1964,48.29328535
,,1965,55.49822441
,,1966,61.4076384
,,1967,62.01992808
,,1968,54.91629873
,,1969,58.00942919
,,1970,61.76552389
,,1971,75.66369202
,,1972,81.89135592
,,1973,87.22748953
,,1974,104.7971848
,,1975,113.8799734
,,1976,120.8726248
,,1977,141.0103755
,,1978,160.9387662
,,1979,174.186763
,,1980,198.0111239
,,1981,193.0150259
,,1982,179.7299592
,,1983,181.5376428
,,1984,173.4495492
,,1985,155.6556983
,,1986,154.3953318
,,1987,145.3229066
,,1988,159.7747397
,,1989,175.2194003
,,1990,199.9863636
,,1991,229.5273955
,,1992,185.7858674
,,1993,213.2405252
,,1994,121.2640654
,,1995,141.9543474
,,1996,227.5849064
,,1997,259.4504941
,,1998,165.8952835
,,1999,163.6142015
,,2000,156.3858168
,,2001,150.1489426
,,2002,298.4334104
,,2003,267.3990119
,,2004,282.5671076
,,2005,289.5552148
,,2006,308.1636182
,,2007,332.2590946
,,2008,387.6057212
,,2009,438.2118568
,,2010,478.6686885
,,2011,534.9510502
,,2012,391.5617052
,,2013,348.4298737
,,2014,371.2695217
,,2015,380.5969877
,,2016,315.7779871
,,2017,506.1372944
,,2018,544.5934593
,,2019,591.8470837
,,2020,636.2863096
,,2021,642.6569158
Malaysia,GDP per capita (current US$),1960,234.9388974
,,1961,225.9335935
,,1962,230.2605937
,,1963,279.7175405
,,1964,289.0092278
,,1965,310.3279258
,,1966,321.0941605
,,1967,317.4242105
,,1968,323.4024867
,,1969,347.3730942
,,1970,357.6567994
,,1971,383.6714717
,,1972,445.3501578
,,1973,661.022691
,,1974,799.9319789
,,1975,764.5663786
,,1976,886.2300432
,,1977,1027.292911
,,1978,1246.558309
,,1979,1576.048806
,,1980,1774.740297
,,1981,1769.099402
,,1982,1852.256484
,,1983,2047.770288
,,1984,2234.257204
,,1985,2000.148286
,,1986,1728.684805
,,1987,1947.808238
,,1988,2072.077686
,,1989,2216.250446
,,1990,2441.741991
,,1991,2653.526169
,,1992,3113.645677
,,1993,3433.162787
,,1994,3728.110481
,,1995,4329.707998
,,1996,4798.61177
,,1997,4637.865661
,,1998,3263.334883
,,1999,3492.670125
,,2000,4043.662923
,,2001,3913.429386
,,2002,4165.726104
,,2003,4461.847325
,,2004,4952.213958
,,2005,5587.02478
,,2006,6209.126167
,,2007,7243.456801
,,2008,8474.587762
,,2009,7292.494973
,,2010,9040.568495
,,2011,10399.37021
,,2012,10817.43171
,,2013,10970.1043
,,2014,11319.06194
,,2015,9955.242722
,,2016,9817.78709
,,2017,10259.30481
,,2018,11380.07922
,,2019,11432.82603
,,2020,10412.34767
,,2021,11371.09902
Maldives,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,268.2966315
,,1981,273.3560224
,,1982,282.0806704
,,1983,328.1029601
,,1984,598.8774616
,,1985,671.0496885
,,1986,722.9226963
,,1987,695.5977095
,,1988,803.2648037
,,1989,875.3472681
,,1990,963.6356582
,,1991,1063.783279
,,1992,1205.712591
,,1993,1329.031959
,,1994,1432.17689
,,1995,1569.932617
,,1996,1737.733635
,,1997,1926.286035
,,1998,2011.944337
,,1999,2154.268226
,,2000,2234.595861
,,2001,3038.781417
,,2002,3049.207981
,,2003,3476.006273
,,2004,3941.431136
,,2005,3640.012132
,,2006,4809.93374
,,2007,5574.401981
,,2008,6614.23618
,,2009,6636.543871
,,2010,7076.739821
,,2011,7291.465967
,,2012,7265.723399
,,2013,7928.476443
,,2014,8499.307148
,,2015,9033.41027
,,2016,9209.443564
,,2017,9577.346946
,,2018,10279.07998
,,2019,10561.61351
,,2020,6924.105745
,,2021,8994.641352
Mali,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,48.27991729
,,1968,59.46751877
,,1969,57.99175637
,,1970,60.4756724
,,1971,65.38457443
,,1972,79.15740204
,,1973,90.10014291
,,1974,84.59768687
,,1975,128.1509527
,,1976,142.3780112
,,1977,156.4059579
,,1978,178.990845
,,1979,229.3457664
,,1980,248.1890561
,,1981,212.7202384
,,1982,180.5134383
,,1983,171.9996408
,,1984,160.2280724
,,1985,177.7599538
,,1986,232.8926646
,,1987,259.312078
,,1988,265.4388997
,,1989,262.967724
,,1990,317.3892458
,,1991,315.4562709
,,1992,319.8380288
,,1993,310.1383764
,,1994,223.0177142
,,1995,282.3410342
,,1996,282.6328692
,,1997,267.1893038
,,1998,281.8725614
,,1999,323.2871441
,,2000,270.5430066
,,2001,307.7058286
,,2002,336.4171745
,,2003,393.4067552
,,2004,440.9584225
,,2005,489.0228556
,,2006,523.0429833
,,2007,597.4798157
,,2008,697.0878037
,,2009,701.7120055
,,2010,710.2743036
,,2011,837.6057753
,,2012,778.6252109
,,2013,805.0339407
,,2014,848.2789916
,,2015,751.4728892
,,2016,780.7235497
,,2017,830.0214445
,,2018,894.8048435
,,2019,879.0431675
,,2020,862.453012
,,2021,917.9130633
Malta,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,828.4216803
,,1971,874.0663356
,,1972,975.7588009
,,1973,1143.620203
,,1974,1245.361225
,,1975,1560.112154
,,1976,1726.559448
,,1977,2037.897337
,,1978,2558.740255
,,1979,3195.552586
,,1980,3948.403126
,,1981,3898.243037
,,1982,3788.050632
,,1983,3527.04
,,1984,3332.885357
,,1985,3322.421283
,,1986,4194.653939
,,1987,5083.669139
,,1988,5814.364771
,,1989,6040.609862
,,1990,7191.923603
,,1991,7558.277383
,,1992,8220.245518
,,1993,7296.310144
,,1994,8000.518005
,,1995,9857.480771
,,1996,10062.73358
,,1997,9909.894481
,,1998,10409.30845
,,1999,10633.60338
,,2000,10432.32812
,,2001,10402.23337
,,2002,11289.88984
,,2003,13669.49712
,,2004,15197.05671
,,2005,15888.17232
,,2006,16723.88418
,,2007,19485.87119
,,2008,22205.35681
,,2009,21083.27715
,,2010,21799.17426
,,2011,23155.55479
,,2012,22527.63676
,,2013,24771.07658
,,2014,26754.26845
,,2015,24921.60368
,,2016,25624.53727
,,2017,28857.01987
,,2018,31573.11656
,,2019,31185.64962
,,2020,28946.46268
,,2021,33257.42203
Marshall Islands,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,972.9322837
,,1982,1047.644764
,,1983,1196.898025
,,1984,1234.65704
,,1985,1144.739245
,,1986,1392.345568
,,1987,1493.620755
,,1988,1603.193323
,,1989,1588.539507
,,1990,1660.340633
,,1991,1704.584427
,,1992,1849.295317
,,1993,1996.086538
,,1994,2152.208547
,,1995,2382.962699
,,1996,2194.208578
,,1997,2194.232256
,,1998,2229.712447
,,1999,2267.569122
,,2000,2272.678016
,,2001,2389.060707
,,2002,2515.624045
,,2003,2457.65454
,,2004,2431.166018
,,2005,2471.352046
,,2006,2537.717206
,,2007,2646.873996
,,2008,2704.463554
,,2009,2662.334015
,,2010,2846.065542
,,2011,3046.290071
,,2012,3181.6247
,,2013,3246.63025
,,2014,3185.261354
,,2015,3199.886846
,,2016,3490.998389
,,2017,3672.576783
,,2018,3793.550983
,,2019,4073.10983
,,2020,4129.850998
,,2021,4170.981918
Mauritania,GDP per capita (current US$),1960,
,,1961,181.8360961
,,1962,182.1818927
,,1963,181.0904764
,,1964,234.6333581
,,1965,258.9904796
,,1966,262.3122678
,,1967,269.839802
,,1968,288.4418017
,,1969,265.1650445
,,1970,269.8044919
,,1971,283.9813252
,,1972,321.7148148
,,1973,393.28245
,,1974,474.5192062
,,1975,528.6200399
,,1976,565.5770128
,,1977,566.2303052
,,1978,553.7607512
,,1979,636.223424
,,1980,680.1861099
,,1981,696.81573
,,1982,678.7087912
,,1983,692.7873417
,,1984,620.7608293
,,1985,567.2497793
,,1986,648.5451421
,,1987,715.3403265
,,1988,732.9735101
,,1989,731.9468971
,,1990,740.7361713
,,1991,1021.923446
,,1992,1010.103031
,,1993,840.2632166
,,1994,862.2742228
,,1995,904.0907235
,,1996,898.5131619
,,1997,851.4255276
,,1998,814.1703353
,,1999,775.2720141
,,2000,676.5690224
,,2001,646.1151155
,,2002,639.6675829
,,2003,717.8998676
,,2004,803.7779156
,,2005,970.8423607
,,2006,1259.541505
,,2007,1357.124285
,,2008,1579.511548
,,2009,1389.338533
,,2010,1610.92063
,,2011,1879.770243
,,2012,1815.218939
,,2013,1892.096098
,,2014,1677.109019
,,2015,1524.073317
,,2016,1536.855615
,,2017,1587.858904
,,2018,1669.773476
,,2019,1743.301317
,,2020,1702.486959
,,2021,1723.013866
Mauritius,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,776.6443341
,,1977,893.9149524
,,1978,1087.698161
,,1979,1275.035826
,,1980,1171.576087
,,1981,1165.15842
,,1982,1086.535025
,,1983,1088.436401
,,1984,1027.993975
,,1985,1054.474835
,,1986,1422.556552
,,1987,1815.351405
,,1988,2046.047998
,,1989,2075.538168
,,1990,2506.179312
,,1991,2669.3277
,,1992,2973.206977
,,1993,2973.797821
,,1994,3197.331024
,,1995,3599.555202
,,1996,3899.435192
,,1997,3646.630626
,,1998,3593.234081
,,1999,3695.934909
,,2000,3929.075495
,,2001,3856.625227
,,2002,4018.948897
,,2003,4793.718179
,,2004,5388.065784
,,2005,5282.906022
,,2006,5695.969327
,,2007,6574.654338
,,2008,8030.063005
,,2009,7318.12641
,,2010,8000.376432
,,2011,9197.026972
,,2012,9291.227619
,,2013,9637.00265
,,2014,10153.93822
,,2015,9260.447303
,,2016,9681.618567
,,2017,10484.90836
,,2018,11208.34382
,,2019,11097.16898
,,2020,8632.752859
,,2021,8812.108249
Mexico,GDP per capita (current US$),1960,345.2305408
,,1961,363.3932709
,,1962,378.1534954
,,1963,409.0455701
,,1964,469.4761369
,,1965,494.9702613
,,1966,534.2736315
,,1967,565.6334089
,,1968,606.2111327
,,1969,650.3117272
,,1970,689.7949287
,,1971,738.5584763
,,1972,826.4773502
,,1973,981.4589828
,,1974,1242.090043
,,1975,1476.313217
,,1976,1453.670672
,,1977,1301.324622
,,1978,1589.27364
,,1979,2034.988669
,,1980,3027.375274
,,1981,3803.030926
,,1982,2597.982903
,,1983,2147.719559
,,1984,2478.210836
,,1985,2569.239714
,,1986,1733.912993
,,1987,1862.886204
,,1988,2247.981386
,,1989,2687.914845
,,1990,3112.268595
,,1991,3661.947965
,,1992,4170.623383
,,1993,5650.026286
,,1994,5854.418117
,,1995,3928.223711
,,1996,4412.116298
,,1997,5289.167653
,,1998,5481.181954
,,1999,6157.193044
,,2000,7157.8145
,,2001,7544.568723
,,2002,7593.137345
,,2003,7075.369643
,,2004,7484.486399
,,2005,8277.671564
,,2006,9068.294218
,,2007,9642.680517
,,2008,10016.57121
,,2009,8002.972178
,,2010,9271.398396
,,2011,10203.4213
,,2012,10241.72783
,,2013,10725.18359
,,2014,10928.91601
,,2015,9616.645558
,,2016,8744.515559
,,2017,9287.849587
,,2018,9686.984927
,,2019,9950.217622
,,2020,8431.665017
,,2021,9926.422768
"Micronesia, Fed. Sts.",GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,1320.848319
,,1984,
,,1985,
,,1986,1276.506189
,,1987,1296.882814
,,1988,1355.670551
,,1989,1437.349833
,,1990,1528.493105
,,1991,1682.543861
,,1992,1756.652792
,,1993,1909.510014
,,1994,1909.836839
,,1995,2060.494723
,,1996,2017.659333
,,1997,1904.863883
,,1998,2022.74458
,,1999,2042.707086
,,2000,2171.889577
,,2001,2248.492115
,,2002,2265.944108
,,2003,2295.868178
,,2004,2253.113745
,,2005,2358.1467
,,2006,2406.114412
,,2007,2458.658394
,,2008,2541.261625
,,2009,2721.97609
,,2010,2885.305492
,,2011,3009.256825
,,2012,3131.386715
,,2013,2994.792394
,,2014,2971.512602
,,2015,2906.617012
,,2016,3014.700358
,,2017,3289.642117
,,2018,3568.291016
,,2019,3624.249092
,,2020,3542.969788
,,2021,3476.650895
Moldova,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,593.7661383
,,1996,575.319576
,,1997,657.4911903
,,1998,578.9097663
,,1999,399.6207703
,,2000,440.6720307
,,2001,507.5576584
,,2002,570.9726454
,,2003,682.5255088
,,2004,897.4499588
,,2005,1034.707058
,,2006,1183.379211
,,2007,1531.685476
,,2008,2111.201495
,,2009,1899.010117
,,2010,2437.537683
,,2011,2942.252807
,,2012,3045.730612
,,2013,3322.04998
,,2014,3328.79433
,,2015,2732.46073
,,2016,2880.43529
,,2017,3509.686829
,,2018,4230.626969
,,2019,4492.10574
,,2020,4525.759654
,,2021,5314.531461
Monaco,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,12478.13122
,,1971,13812.71818
,,1972,16735.01323
,,1973,21417.58295
,,1974,22712.94336
,,1975,28247.54967
,,1976,28810.87301
,,1977,31430.43382
,,1978,38349.39576
,,1979,45845.10983
,,1980,51515.06413
,,1981,44369.56135
,,1982,41371.87681
,,1983,38893.30323
,,1984,36382.97346
,,1985,37552.05564
,,1986,52158.67774
,,1987,63077.77457
,,1988,68441.25161
